country,year,bacterium,antibiotic,n_isolates,pct_resistant
Greece,2010,Enterococcus faecalis,Aminoglycosides (HLR),620.0,42.6
Greece,2011,Enterococcus faecalis,Aminoglycosides (HLR),653.0,37.4
Greece,2012,Enterococcus faecalis,Aminoglycosides (HLR),667.0,28.3
Greece,2013,Enterococcus faecalis,Aminoglycosides (HLR),548.0,23.5
Greece,2014,Enterococcus faecalis,Aminoglycosides (HLR),407.0,20.1
Hungary,2010,Enterococcus faecalis,Aminoglycosides (HLR),486.0,51.0
Hungary,2011,Enterococcus faecalis,Aminoglycosides (HLR),461.0,48.6
Hungary,2012,Enterococcus faecalis,Aminoglycosides (HLR),452.0,56.2
Hungary,2013,Enterococcus faecalis,Aminoglycosides (HLR),602.0,51.7
Hungary,2014,Enterococcus faecalis,Aminoglycosides (HLR),659.0,49.8
Iceland,2010,Enterococcus faecalis,Aminoglycosides (HLR),15.0,13.3
Iceland,2011,Enterococcus faecalis,Aminoglycosides (HLR),19.0,0.0
Iceland,2012,Enterococcus faecalis,Aminoglycosides (HLR),17.0,11.8
Iceland,2013,Enterococcus faecalis,Aminoglycosides (HLR),15.0,33.3
Iceland,2014,Enterococcus faecalis,Aminoglycosides (HLR),12.0,8.3
Ireland,2010,Enterococcus faecalis,Aminoglycosides (HLR),268.0,28.7
Ireland,2011,Enterococcus faecalis,Aminoglycosides (HLR),244.0,29.9
Ireland,2012,Enterococcus faecalis,Aminoglycosides (HLR),279.0,32.6
Ireland,2013,Enterococcus faecalis,Aminoglycosides (HLR),277.0,32.1
Ireland,2014,Enterococcus faecalis,Aminoglycosides (HLR),290.0,31.4
Italy,2010,Enterococcus faecalis,Aminoglycosides (HLR),380.0,49.7
Italy,2011,Enterococcus faecalis,Aminoglycosides (HLR),330.0,50.0
Italy,2012,Enterococcus faecalis,Aminoglycosides (HLR),301.0,50.8
Italy,2013,Enterococcus faecalis,Aminoglycosides (HLR),584.0,46.2
Italy,2014,Enterococcus faecalis,Aminoglycosides (HLR),515.0,55.3
Latvia,2010,Enterococcus faecalis,Aminoglycosides (HLR),38.0,47.4
Latvia,2011,Enterococcus faecalis,Aminoglycosides (HLR),34.0,26.5
Latvia,2012,Enterococcus faecalis,Aminoglycosides (HLR),55.0,29.1
Latvia,2013,Enterococcus faecalis,Aminoglycosides (HLR),54.0,61.1
Latvia,2014,Enterococcus faecalis,Aminoglycosides (HLR),13.0,46.2
Lithuania,2010,Enterococcus faecalis,Aminoglycosides (HLR),29.0,41.4
Lithuania,2011,Enterococcus faecalis,Aminoglycosides (HLR),48.0,43.8
Lithuania,2012,Enterococcus faecalis,Aminoglycosides (HLR),59.0,50.8
Lithuania,2013,Enterococcus faecalis,Aminoglycosides (HLR),44.0,54.5
Lithuania,2014,Enterococcus faecalis,Aminoglycosides (HLR),65.0,29.2
Luxembourg,2010,Enterococcus faecalis,Aminoglycosides (HLR),35.0,45.7
Luxembourg,2011,Enterococcus faecalis,Aminoglycosides (HLR),27.0,44.4
Luxembourg,2012,Enterococcus faecalis,Aminoglycosides (HLR),45.0,22.2
Luxembourg,2013,Enterococcus faecalis,Aminoglycosides (HLR),36.0,27.8
Luxembourg,2014,Enterococcus faecalis,Aminoglycosides (HLR),39.0,30.8
Netherlands,2010,Enterococcus faecalis,Aminoglycosides (HLR),298.0,33.6
Netherlands,2011,Enterococcus faecalis,Aminoglycosides (HLR),363.0,33.3
Netherlands,2012,Enterococcus faecalis,Aminoglycosides (HLR),287.0,30.7
Netherlands,2013,Enterococcus faecalis,Aminoglycosides (HLR),279.0,26.9
Netherlands,2014,Enterococcus faecalis,Aminoglycosides (HLR),403.0,28.8
Norway,2010,Enterococcus faecalis,Aminoglycosides (HLR),218.0,33.9
Norway,2011,Enterococcus faecalis,Aminoglycosides (HLR),115.0,21.7
Norway,2012,Enterococcus faecalis,Aminoglycosides (HLR),123.0,30.1
Norway,2013,Enterococcus faecalis,Aminoglycosides (HLR),168.0,26.8
Norway,2014,Enterococcus faecalis,Aminoglycosides (HLR),270.0,20.7
Poland,2010,Enterococcus faecalis,Aminoglycosides (HLR),158.0,36.1
Poland,2011,Enterococcus faecalis,Aminoglycosides (HLR),190.0,48.4
Poland,2012,Enterococcus faecalis,Aminoglycosides (HLR),122.0,45.9
Poland,2013,Enterococcus faecalis,Aminoglycosides (HLR),184.0,45.1
Poland,2014,Enterococcus faecalis,Aminoglycosides (HLR),,
Portugal,2010,Enterococcus faecalis,Aminoglycosides (HLR),379.0,39.1
Portugal,2011,Enterococcus faecalis,Aminoglycosides (HLR),403.0,29.8
Portugal,2012,Enterococcus faecalis,Aminoglycosides (HLR),347.0,42.9
Portugal,2013,Enterococcus faecalis,Aminoglycosides (HLR),545.0,37.2
Portugal,2014,Enterococcus faecalis,Aminoglycosides (HLR),607.0,32.6
Romania,2010,Enterococcus faecalis,Aminoglycosides (HLR),,
Romania,2011,Enterococcus faecalis,Aminoglycosides (HLR),,
Romania,2012,Enterococcus faecalis,Aminoglycosides (HLR),51.0,56.9
Romania,2013,Enterococcus faecalis,Aminoglycosides (HLR),80.0,58.8
Romania,2014,Enterococcus faecalis,Aminoglycosides (HLR),34.0,76.5
Slovakia,2010,Enterococcus faecalis,Aminoglycosides (HLR),,
Slovakia,2011,Enterococcus faecalis,Aminoglycosides (HLR),189.0,49.7
Slovakia,2012,Enterococcus faecalis,Aminoglycosides (HLR),179.0,50.3
Slovakia,2013,Enterococcus faecalis,Aminoglycosides (HLR),209.0,57.4
Slovakia,2014,Enterococcus faecalis,Aminoglycosides (HLR),261.0,41.0
Slovenia,2010,Enterococcus faecalis,Aminoglycosides (HLR),137.0,43.1
Slovenia,2011,Enterococcus faecalis,Aminoglycosides (HLR),125.0,36.0
Slovenia,2012,Enterococcus faecalis,Aminoglycosides (HLR),129.0,34.9
Slovenia,2013,Enterococcus faecalis,Aminoglycosides (HLR),146.0,32.2
Slovenia,2014,Enterococcus faecalis,Aminoglycosides (HLR),119.0,36.1
Spain,2010,Enterococcus faecalis,Aminoglycosides (HLR),959.0,40.8
Spain,2011,Enterococcus faecalis,Aminoglycosides (HLR),917.0,39.3
Spain,2012,Enterococcus faecalis,Aminoglycosides (HLR),878.0,38.3
Spain,2013,Enterococcus faecalis,Aminoglycosides (HLR),899.0,42.6
Spain,2014,Enterococcus faecalis,Aminoglycosides (HLR),970.0,38.9
Sweden,2010,Enterococcus faecalis,Aminoglycosides (HLR),533.0,15.2
Sweden,2011,Enterococcus faecalis,Aminoglycosides (HLR),890.0,19.3
Sweden,2012,Enterococcus faecalis,Aminoglycosides (HLR),792.0,14.8
Sweden,2013,Enterococcus faecalis,Aminoglycosides (HLR),605.0,16.4
Sweden,2014,Enterococcus faecalis,Aminoglycosides (HLR),723.0,15.8
United Kingdom,2010,Enterococcus faecalis,Aminoglycosides (HLR),61.0,39.3
United Kingdom,2011,Enterococcus faecalis,Aminoglycosides (HLR),75.0,16.0
United Kingdom,2012,Enterococcus faecalis,Aminoglycosides (HLR),135.0,29.6
United Kingdom,2013,Enterococcus faecalis,Aminoglycosides (HLR),136.0,30.9
United Kingdom,2014,Enterococcus faecalis,Aminoglycosides (HLR),,
Austria,2010,Enterococcus faecium,Vancomycin,354.0,4.0
Austria,2011,Enterococcus faecium,Vancomycin,354.0,4.5
Austria,2012,Enterococcus faecium,Vancomycin,376.0,3.2
Austria,2013,Enterococcus faecium,Vancomycin,437.0,5.9
Austria,2014,Enterococcus faecium,Vancomycin,480.0,4.4
Belgium,2010,Enterococcus faecium,Vancomycin,79.0,2.5
Belgium,2011,Enterococcus faecium,Vancomycin,215.0,7.0
Belgium,2012,Enterococcus faecium,Vancomycin,212.0,1.4
Belgium,2013,Enterococcus faecium,Vancomycin,235.0,1.7
Belgium,2014,Enterococcus faecium,Vancomycin,195.0,3.1
Bulgaria,2010,Enterococcus faecium,Vancomycin,23.0,0.0
Bulgaria,2011,Enterococcus faecium,Vancomycin,39.0,0.0
Bulgaria,2012,Enterococcus faecium,Vancomycin,42.0,0.0
Bulgaria,2013,Enterococcus faecium,Vancomycin,44.0,2.3
Bulgaria,2014,Enterococcus faecium,Vancomycin,60.0,13.3
Croatia,2010,Enterococcus faecium,Vancomycin,49.0,10.2
Croatia,2011,Enterococcus faecium,Vancomycin,57.0,1.8
Croatia,2012,Enterococcus faecium,Vancomycin,60.0,0.0
Croatia,2013,Enterococcus faecium,Vancomycin,74.0,6.8
Croatia,2014,Enterococcus faecium,Vancomycin,67.0,10.4
Cyprus,2010,Enterococcus faecium,Vancomycin,23.0,0.0
Cyprus,2011,Enterococcus faecium,Vancomycin,17.0,0.0
Cyprus,2012,Enterococcus faecium,Vancomycin,29.0,10.3
Cyprus,2013,Enterococcus faecium,Vancomycin,30.0,23.3
Cyprus,2014,Enterococcus faecium,Vancomycin,35.0,40.0
Czech Republic,2010,Enterococcus faecium,Vancomycin,188.0,4.8
Czech Republic,2011,Enterococcus faecium,Vancomycin,211.0,7.6
Czech Republic,2012,Enterococcus faecium,Vancomycin,262.0,11.5
Czech Republic,2013,Enterococcus faecium,Vancomycin,268.0,9.0
Czech Republic,2014,Enterococcus faecium,Vancomycin,250.0,4.4
Denmark,2010,Enterococcus faecium,Vancomycin,501.0,1.8
Denmark,2011,Enterococcus faecium,Vancomycin,615.0,1.3
Denmark,2012,Enterococcus faecium,Vancomycin,593.0,2.0
Denmark,2013,Enterococcus faecium,Vancomycin,644.0,3.4
Denmark,2014,Enterococcus faecium,Vancomycin,715.0,4.5
Estonia,2010,Enterococcus faecium,Vancomycin,23.0,0.0
Estonia,2011,Enterococcus faecium,Vancomycin,4.0,
Estonia,2012,Enterococcus faecium,Vancomycin,40.0,0.0
Estonia,2013,Enterococcus faecium,Vancomycin,40.0,0.0
Estonia,2014,Enterococcus faecium,Vancomycin,48.0,0.0
Finland,2010,Enterococcus faecium,Vancomycin,239.0,0.0
Finland,2011,Enterococcus faecium,Vancomycin,212.0,0.9
Finland,2012,Enterococcus faecium,Vancomycin,274.0,0.7
Finland,2013,Enterococcus faecium,Vancomycin,302.0,0.3
Finland,2014,Enterococcus faecium,Vancomycin,368.0,0.0
France,2010,Enterococcus faecium,Vancomycin,540.0,1.1
France,2011,Enterococcus faecium,Vancomycin,569.0,1.4
France,2012,Enterococcus faecium,Vancomycin,614.0,0.8
France,2013,Enterococcus faecium,Vancomycin,733.0,0.1
France,2014,Enterococcus faecium,Vancomycin,737.0,0.5
Germany,2010,Enterococcus faecium,Vancomycin,437.0,8.5
Germany,2011,Enterococcus faecium,Vancomycin,535.0,11.4
Germany,2012,Enterococcus faecium,Vancomycin,647.0,16.2
Germany,2013,Enterococcus faecium,Vancomycin,826.0,14.5
Germany,2014,Enterococcus faecium,Vancomycin,882.0,9.1
Greece,2010,Enterococcus faecium,Vancomycin,435.0,22.5
Greece,2011,Enterococcus faecium,Vancomycin,424.0,23.1
Greece,2012,Enterococcus faecium,Vancomycin,418.0,17.2
Greece,2013,Enterococcus faecium,Vancomycin,345.0,21.2
Greece,2014,Enterococcus faecium,Vancomycin,264.0,26.9
Hungary,2010,Enterococcus faecium,Vancomycin,105.0,1.9
Hungary,2011,Enterococcus faecium,Vancomycin,120.0,0.8
Hungary,2012,Enterococcus faecium,Vancomycin,142.0,3.5
Hungary,2013,Enterococcus faecium,Vancomycin,210.0,7.1
Hungary,2014,Enterococcus faecium,Vancomycin,224.0,8.5
Iceland,2010,Enterococcus faecium,Vancomycin,16.0,6.3
Iceland,2011,Enterococcus faecium,Vancomycin,13.0,0.0
Iceland,2012,Enterococcus faecium,Vancomycin,12.0,0.0
Iceland,2013,Enterococcus faecium,Vancomycin,17.0,5.9
Iceland,2014,Enterococcus faecium,Vancomycin,11.0,0.0
Ireland,2010,Enterococcus faecium,Vancomycin,382.0,38.7
Ireland,2011,Enterococcus faecium,Vancomycin,347.0,34.9
Ireland,2012,Enterococcus faecium,Vancomycin,386.0,44.0
Ireland,2013,Enterococcus faecium,Vancomycin,398.0,42.7
Ireland,2014,Enterococcus faecium,Vancomycin,390.0,45.1
Italy,2010,Enterococcus faecium,Vancomycin,412.0,3.9
Italy,2011,Enterococcus faecium,Vancomycin,236.0,4.2
Italy,2012,Enterococcus faecium,Vancomycin,435.0,6.0
Italy,2013,Enterococcus faecium,Vancomycin,565.0,4.4
Italy,2014,Enterococcus faecium,Vancomycin,472.0,8.5
Latvia,2010,Enterococcus faecium,Vancomycin,23.0,13.0
Latvia,2011,Enterococcus faecium,Vancomycin,22.0,9.1
Latvia,2012,Enterococcus faecium,Vancomycin,18.0,5.6
Latvia,2013,Enterococcus faecium,Vancomycin,25.0,12.0
Latvia,2014,Enterococcus faecium,Vancomycin,15.0,13.3
Lithuania,2010,Enterococcus faecium,Vancomycin,24.0,8.3
Lithuania,2011,Enterococcus faecium,Vancomycin,26.0,7.7
Lithuania,2012,Enterococcus faecium,Vancomycin,36.0,5.6
Lithuania,2013,Enterococcus faecium,Vancomycin,25.0,0.0
Lithuania,2014,Enterococcus faecium,Vancomycin,44.0,4.5
Luxembourg,2010,Enterococcus faecium,Vancomycin,22.0,31.8
Luxembourg,2011,Enterococcus faecium,Vancomycin,24.0,4.2
Luxembourg,2012,Enterococcus faecium,Vancomycin,20.0,0.0
Luxembourg,2013,Enterococcus faecium,Vancomycin,19.0,5.3
Luxembourg,2014,Enterococcus faecium,Vancomycin,31.0,3.2
Malta,2010,Enterococcus faecium,Vancomycin,12.0,0.0
Malta,2011,Enterococcus faecium,Vancomycin,14.0,0.0
Malta,2012,Enterococcus faecium,Vancomycin,6.0,
Malta,2013,Enterococcus faecium,Vancomycin,10.0,0.0
Malta,2014,Enterococcus faecium,Vancomycin,11.0,0.0
Netherlands,2010,Enterococcus faecium,Vancomycin,365.0,0.5
Netherlands,2011,Enterococcus faecium,Vancomycin,481.0,1.0
Netherlands,2012,Enterococcus faecium,Vancomycin,484.0,0.0
Netherlands,2013,Enterococcus faecium,Vancomycin,439.0,0.5
Netherlands,2014,Enterococcus faecium,Vancomycin,532.0,1.1
Norway,2010,Enterococcus faecium,Vancomycin,135.0,1.5
Norway,2011,Enterococcus faecium,Vancomycin,165.0,1.8
Norway,2012,Enterococcus faecium,Vancomycin,168.0,0.6
Norway,2013,Enterococcus faecium,Vancomycin,211.0,2.4
Norway,2014,Enterococcus faecium,Vancomycin,227.0,1.8
Poland,2010,Enterococcus faecium,Vancomycin,102.0,7.8
Poland,2011,Enterococcus faecium,Vancomycin,202.0,8.4
Poland,2012,Enterococcus faecium,Vancomycin,157.0,8.3
Poland,2013,Enterococcus faecium,Vancomycin,173.0,12.7
Poland,2014,Enterococcus faecium,Vancomycin,,
Portugal,2010,Enterococcus faecium,Vancomycin,188.0,23.4
Portugal,2011,Enterococcus faecium,Vancomycin,208.0,20.2
Portugal,2012,Enterococcus faecium,Vancomycin,257.0,23.3
Portugal,2013,Enterococcus faecium,Vancomycin,350.0,22.0
Portugal,2014,Enterococcus faecium,Vancomycin,363.0,20.1
Romania,2010,Enterococcus faecium,Vancomycin,10.0,0.0
Romania,2011,Enterococcus faecium,Vancomycin,12.0,0.0
Romania,2012,Enterococcus faecium,Vancomycin,34.0,2.9
Romania,2013,Enterococcus faecium,Vancomycin,54.0,11.1
Romania,2014,Enterococcus faecium,Vancomycin,56.0,25.0
Slovakia,2010,Enterococcus faecium,Vancomycin,,
Slovakia,2011,Enterococcus faecium,Vancomycin,103.0,3.9
Slovakia,2012,Enterococcus faecium,Vancomycin,82.0,4.9
Slovakia,2013,Enterococcus faecium,Vancomycin,132.0,7.6
Slovakia,2014,Enterococcus faecium,Vancomycin,129.0,10.1
Slovenia,2010,Enterococcus faecium,Vancomycin,59.0,1.7
Slovenia,2011,Enterococcus faecium,Vancomycin,83.0,0.0
Slovenia,2012,Enterococcus faecium,Vancomycin,95.0,0.0
Slovenia,2013,Enterococcus faecium,Vancomycin,102.0,1.0
Slovenia,2014,Enterococcus faecium,Vancomycin,115.0,1.7
Spain,2010,Enterococcus faecium,Vancomycin,471.0,1.5
Spain,2011,Enterococcus faecium,Vancomycin,542.0,1.5
Spain,2012,Enterococcus faecium,Vancomycin,537.0,1.5
Spain,2013,Enterococcus faecium,Vancomycin,553.0,0.9
Spain,2014,Enterococcus faecium,Vancomycin,546.0,2.4
Sweden,2010,Enterococcus faecium,Vancomycin,293.0,0.0
Sweden,2011,Enterococcus faecium,Vancomycin,461.0,0.0
Sweden,2012,Enterococcus faecium,Vancomycin,404.0,0.0
Sweden,2013,Enterococcus faecium,Vancomycin,575.0,0.0
Sweden,2014,Enterococcus faecium,Vancomycin,452.0,0.4
United Kingdom,2010,Enterococcus faecium,Vancomycin,250.0,10.4
United Kingdom,2011,Enterococcus faecium,Vancomycin,302.0,8.9
United Kingdom,2012,Enterococcus faecium,Vancomycin,362.0,13.3
United Kingdom,2013,Enterococcus faecium,Vancomycin,442.0,23.3
United Kingdom,2014,Enterococcus faecium,Vancomycin,423.0,21.3
Austria,2010,Escherichia coli,3rd-gen cephalosporins,2922.0,7.3
Austria,2011,Escherichia coli,3rd-gen cephalosporins,3160.0,9.1
Austria,2012,Escherichia coli,3rd-gen cephalosporins,3710.0,8.7
Austria,2013,Escherichia coli,3rd-gen cephalosporins,4376.0,9.8
Austria,2014,Escherichia coli,3rd-gen cephalosporins,4739.0,9.4
Belgium,2010,Escherichia coli,3rd-gen cephalosporins,1952.0,5.2
Belgium,2011,Escherichia coli,3rd-gen cephalosporins,3985.0,6.0
Belgium,2012,Escherichia coli,3rd-gen cephalosporins,4097.0,6.9
Belgium,2013,Escherichia coli,3rd-gen cephalosporins,4051.0,8.0
Belgium,2014,Escherichia coli,3rd-gen cephalosporins,2802.0,9.7
Bulgaria,2010,Escherichia coli,3rd-gen cephalosporins,153.0,24.8
Bulgaria,2011,Escherichia coli,3rd-gen cephalosporins,179.0,22.9
Bulgaria,2012,Escherichia coli,3rd-gen cephalosporins,223.0,38.1
Bulgaria,2013,Escherichia coli,3rd-gen cephalosporins,187.0,39.6
Bulgaria,2014,Escherichia coli,3rd-gen cephalosporins,218.0,40.4
Croatia,2010,Escherichia coli,3rd-gen cephalosporins,882.0,8.7
Croatia,2011,Escherichia coli,3rd-gen cephalosporins,983.0,9.6
Croatia,2012,Escherichia coli,3rd-gen cephalosporins,906.0,7.5
Croatia,2013,Escherichia coli,3rd-gen cephalosporins,1040.0,8.8
Croatia,2014,Escherichia coli,3rd-gen cephalosporins,1079.0,10.8
Cyprus,2010,Escherichia coli,3rd-gen cephalosporins,139.0,20.1
Cyprus,2011,Escherichia coli,3rd-gen cephalosporins,138.0,36.2
Cyprus,2012,Escherichia coli,3rd-gen cephalosporins,176.0,31.8
Cyprus,2013,Escherichia coli,3rd-gen cephalosporins,162.0,38.9
Cyprus,2014,Escherichia coli,3rd-gen cephalosporins,153.0,28.8
Czech Republic,2010,Escherichia coli,3rd-gen cephalosporins,2482.0,10.4
Czech Republic,2011,Escherichia coli,3rd-gen cephalosporins,2684.0,11.4
Czech Republic,2012,Escherichia coli,3rd-gen cephalosporins,2812.0,11.5
Czech Republic,2013,Escherichia coli,3rd-gen cephalosporins,2954.0,13.1
Czech Republic,2014,Escherichia coli,3rd-gen cephalosporins,2978.0,14.0
Denmark,2010,Escherichia coli,3rd-gen cephalosporins,2408.0,7.6
Denmark,2011,Escherichia coli,3rd-gen cephalosporins,2532.0,8.5
Denmark,2012,Escherichia coli,3rd-gen cephalosporins,2519.0,7.9
Denmark,2013,Escherichia coli,3rd-gen cephalosporins,2451.0,8.1
Denmark,2014,Escherichia coli,3rd-gen cephalosporins,4410.0,7.0
Estonia,2010,Escherichia coli,3rd-gen cephalosporins,309.0,5.5
Estonia,2011,Escherichia coli,3rd-gen cephalosporins,90.0,12.2
Estonia,2012,Escherichia coli,3rd-gen cephalosporins,305.0,7.9
Estonia,2013,Escherichia coli,3rd-gen cephalosporins,340.0,7.4
Estonia,2014,Escherichia coli,3rd-gen cephalosporins,410.0,9.3
Finland,2010,Escherichia coli,3rd-gen cephalosporins,2509.0,3.7
Finland,2011,Escherichia coli,3rd-gen cephalosporins,3020.0,5.0
Finland,2012,Escherichia coli,3rd-gen cephalosporins,3162.0,6.2
Finland,2013,Escherichia coli,3rd-gen cephalosporins,3689.0,7.1
Finland,2014,Escherichia coli,3rd-gen cephalosporins,4009.0,5.5
France,2010,Escherichia coli,3rd-gen cephalosporins,9022.0,7.2
France,2011,Escherichia coli,3rd-gen cephalosporins,8479.0,8.2
France,2012,Escherichia coli,3rd-gen cephalosporins,9563.0,10.0
France,2013,Escherichia coli,3rd-gen cephalosporins,10154.0,9.5
France,2014,Escherichia coli,3rd-gen cephalosporins,10349.0,9.9
Germany,2010,Escherichia coli,3rd-gen cephalosporins,3015.0,8.4
Germany,2011,Escherichia coli,3rd-gen cephalosporins,3642.0,8.0
Germany,2012,Escherichia coli,3rd-gen cephalosporins,4186.0,8.8
Germany,2013,Escherichia coli,3rd-gen cephalosporins,5249.0,10.8
Germany,2014,Escherichia coli,3rd-gen cephalosporins,6246.0,10.5
Greece,2010,Escherichia coli,3rd-gen cephalosporins,1507.0,14.2
Greece,2011,Escherichia coli,3rd-gen cephalosporins,1435.0,14.9
Greece,2012,Escherichia coli,3rd-gen cephalosporins,1393.0,16.2
Greece,2013,Escherichia coli,3rd-gen cephalosporins,1255.0,17.2
Greece,2014,Escherichia coli,3rd-gen cephalosporins,1122.0,21.0
Hungary,2010,Escherichia coli,3rd-gen cephalosporins,1383.0,19.5
Hungary,2011,Escherichia coli,3rd-gen cephalosporins,1224.0,15.1
Hungary,2012,Escherichia coli,3rd-gen cephalosporins,1411.0,17.4
Hungary,2013,Escherichia coli,3rd-gen cephalosporins,1437.0,18.9
Hungary,2014,Escherichia coli,3rd-gen cephalosporins,1619.0,16.4
Iceland,2010,Escherichia coli,3rd-gen cephalosporins,104.0,3.8
Iceland,2011,Escherichia coli,3rd-gen cephalosporins,130.0,6.2
Iceland,2012,Escherichia coli,3rd-gen cephalosporins,138.0,5.1
Iceland,2013,Escherichia coli,3rd-gen cephalosporins,121.0,5.0
Iceland,2014,Escherichia coli,3rd-gen cephalosporins,152.0,3.3
Ireland,2010,Escherichia coli,3rd-gen cephalosporins,2119.0,7.7
Ireland,2011,Escherichia coli,3rd-gen cephalosporins,2166.0,9.0
Ireland,2012,Escherichia coli,3rd-gen cephalosporins,2288.0,9.2
Ireland,2013,Escherichia coli,3rd-gen cephalosporins,2480.0,10.6
Ireland,2014,Escherichia coli,3rd-gen cephalosporins,2691.0,10.7
Italy,2010,Escherichia coli,3rd-gen cephalosporins,2419.0,21.0
Italy,2011,Escherichia coli,3rd-gen cephalosporins,1870.0,19.8
Italy,2012,Escherichia coli,3rd-gen cephalosporins,2997.0,26.3
Italy,2013,Escherichia coli,3rd-gen cephalosporins,3990.0,26.2
Italy,2014,Escherichia coli,3rd-gen cephalosporins,3694.0,28.7
Latvia,2010,Escherichia coli,3rd-gen cephalosporins,98.0,12.2
Latvia,2011,Escherichia coli,3rd-gen cephalosporins,132.0,15.9
Latvia,2012,Escherichia coli,3rd-gen cephalosporins,154.0,13.0
Latvia,2013,Escherichia coli,3rd-gen cephalosporins,136.0,14.0
Latvia,2014,Escherichia coli,3rd-gen cephalosporins,165.0,10.9
Lithuania,2010,Escherichia coli,3rd-gen cephalosporins,333.0,8.7
Lithuania,2011,Escherichia coli,3rd-gen cephalosporins,385.0,7.0
Lithuania,2012,Escherichia coli,3rd-gen cephalosporins,462.0,4.8
Lithuania,2013,Escherichia coli,3rd-gen cephalosporins,432.0,7.6
Lithuania,2014,Escherichia coli,3rd-gen cephalosporins,594.0,8.1
Luxembourg,2010,Escherichia coli,3rd-gen cephalosporins,354.0,9.3
Luxembourg,2011,Escherichia coli,3rd-gen cephalosporins,353.0,8.2
Luxembourg,2012,Escherichia coli,3rd-gen cephalosporins,334.0,11.4
Luxembourg,2013,Escherichia coli,3rd-gen cephalosporins,301.0,10.6
Luxembourg,2014,Escherichia coli,3rd-gen cephalosporins,368.0,12.0
Malta,2010,Escherichia coli,3rd-gen cephalosporins,192.0,15.6
Malta,2011,Escherichia coli,3rd-gen cephalosporins,219.0,12.8
Malta,2012,Escherichia coli,3rd-gen cephalosporins,216.0,13.9
Malta,2013,Escherichia coli,3rd-gen cephalosporins,248.0,8.9
Malta,2014,Escherichia coli,3rd-gen cephalosporins,279.0,10.8
Netherlands,2010,Escherichia coli,3rd-gen cephalosporins,3387.0,5.1
Netherlands,2011,Escherichia coli,3rd-gen cephalosporins,4408.0,5.7
Netherlands,2012,Escherichia coli,3rd-gen cephalosporins,4702.0,6.0
Netherlands,2013,Escherichia coli,3rd-gen cephalosporins,4740.0,5.8
Netherlands,2014,Escherichia coli,3rd-gen cephalosporins,6497.0,5.7
Norway,2010,Escherichia coli,3rd-gen cephalosporins,2275.0,3.7
