country,year,bacterium,antibiotic,n_isolates,pct_resistant,resistance_level
Bulgaria,2012,Enterococcus faecium,Vancomycin,42.0,0.0,Low
Bulgaria,2013,Enterococcus faecium,Vancomycin,44.0,2.3,Low
Bulgaria,2014,Enterococcus faecium,Vancomycin,60.0,13.3,Medium
Croatia,2010,Enterococcus faecium,Vancomycin,49.0,10.2,Medium
Croatia,2011,Enterococcus faecium,Vancomycin,57.0,1.8,Low
Croatia,2012,Enterococcus faecium,Vancomycin,60.0,0.0,Low
Croatia,2013,Enterococcus faecium,Vancomycin,74.0,6.8,Low
Croatia,2014,Enterococcus faecium,Vancomycin,67.0,10.4,Medium
Cyprus,2010,Enterococcus faecium,Vancomycin,23.0,0.0,Low
Cyprus,2011,Enterococcus faecium,Vancomycin,17.0,0.0,Low
Cyprus,2012,Enterococcus faecium,Vancomycin,29.0,10.3,Medium
Cyprus,2013,Enterococcus faecium,Vancomycin,30.0,23.3,Medium
Cyprus,2014,Enterococcus faecium,Vancomycin,35.0,40.0,High
Czech Republic,2010,Enterococcus faecium,Vancomycin,188.0,4.8,Low
Czech Republic,2011,Enterococcus faecium,Vancomycin,211.0,7.6,Low
Czech Republic,2012,Enterococcus faecium,Vancomycin,262.0,11.5,Medium
Czech Republic,2013,Enterococcus faecium,Vancomycin,268.0,9.0,Low
Czech Republic,2014,Enterococcus faecium,Vancomycin,250.0,4.4,Low
Denmark,2010,Enterococcus faecium,Vancomycin,501.0,1.8,Low
Denmark,2011,Enterococcus faecium,Vancomycin,615.0,1.3,Low
Denmark,2012,Enterococcus faecium,Vancomycin,593.0,2.0,Low
Denmark,2013,Enterococcus faecium,Vancomycin,644.0,3.4,Low
Denmark,2014,Enterococcus faecium,Vancomycin,715.0,4.5,Low
Estonia,2010,Enterococcus faecium,Vancomycin,23.0,0.0,Low
Estonia,2012,Enterococcus faecium,Vancomycin,40.0,0.0,Low
Estonia,2013,Enterococcus faecium,Vancomycin,40.0,0.0,Low
Estonia,2014,Enterococcus faecium,Vancomycin,48.0,0.0,Low
Finland,2010,Enterococcus faecium,Vancomycin,239.0,0.0,Low
Finland,2011,Enterococcus faecium,Vancomycin,212.0,0.9,Low
Finland,2012,Enterococcus faecium,Vancomycin,274.0,0.7,Low
Finland,2013,Enterococcus faecium,Vancomycin,302.0,0.3,Low
Finland,2014,Enterococcus faecium,Vancomycin,368.0,0.0,Low
France,2010,Enterococcus faecium,Vancomycin,540.0,1.1,Low
France,2011,Enterococcus faecium,Vancomycin,569.0,1.4,Low
France,2012,Enterococcus faecium,Vancomycin,614.0,0.8,Low
France,2013,Enterococcus faecium,Vancomycin,733.0,0.1,Low
France,2014,Enterococcus faecium,Vancomycin,737.0,0.5,Low
Germany,2010,Enterococcus faecium,Vancomycin,437.0,8.5,Low
Germany,2011,Enterococcus faecium,Vancomycin,535.0,11.4,Medium
Germany,2012,Enterococcus faecium,Vancomycin,647.0,16.2,Medium
Germany,2013,Enterococcus faecium,Vancomycin,826.0,14.5,Medium
Germany,2014,Enterococcus faecium,Vancomycin,882.0,9.1,Low
Greece,2010,Enterococcus faecium,Vancomycin,435.0,22.5,Medium
Greece,2011,Enterococcus faecium,Vancomycin,424.0,23.1,Medium
Greece,2012,Enterococcus faecium,Vancomycin,418.0,17.2,Medium
Greece,2013,Enterococcus faecium,Vancomycin,345.0,21.2,Medium
Greece,2014,Enterococcus faecium,Vancomycin,264.0,26.9,High
Hungary,2010,Enterococcus faecium,Vancomycin,105.0,1.9,Low
Hungary,2011,Enterococcus faecium,Vancomycin,120.0,0.8,Low
Hungary,2012,Enterococcus faecium,Vancomycin,142.0,3.5,Low
Hungary,2013,Enterococcus faecium,Vancomycin,210.0,7.1,Low
Hungary,2014,Enterococcus faecium,Vancomycin,224.0,8.5,Low
Iceland,2010,Enterococcus faecium,Vancomycin,16.0,6.3,Low
Iceland,2011,Enterococcus faecium,Vancomycin,13.0,0.0,Low
Iceland,2012,Enterococcus faecium,Vancomycin,12.0,0.0,Low
Iceland,2013,Enterococcus faecium,Vancomycin,17.0,5.9,Low
Iceland,2014,Enterococcus faecium,Vancomycin,11.0,0.0,Low
Ireland,2010,Enterococcus faecium,Vancomycin,382.0,38.7,High
Ireland,2011,Enterococcus faecium,Vancomycin,347.0,34.9,High
Ireland,2012,Enterococcus faecium,Vancomycin,386.0,44.0,High
Ireland,2013,Enterococcus faecium,Vancomycin,398.0,42.7,High
Ireland,2014,Enterococcus faecium,Vancomycin,390.0,45.1,High
Italy,2010,Enterococcus faecium,Vancomycin,412.0,3.9,Low
Italy,2011,Enterococcus faecium,Vancomycin,236.0,4.2,Low
Italy,2012,Enterococcus faecium,Vancomycin,435.0,6.0,Low
Italy,2013,Enterococcus faecium,Vancomycin,565.0,4.4,Low
Italy,2014,Enterococcus faecium,Vancomycin,472.0,8.5,Low
Latvia,2010,Enterococcus faecium,Vancomycin,23.0,13.0,Medium
Latvia,2011,Enterococcus faecium,Vancomycin,22.0,9.1,Low
Latvia,2012,Enterococcus faecium,Vancomycin,18.0,5.6,Low
Latvia,2013,Enterococcus faecium,Vancomycin,25.0,12.0,Medium
Latvia,2014,Enterococcus faecium,Vancomycin,15.0,13.3,Medium
Lithuania,2010,Enterococcus faecium,Vancomycin,24.0,8.3,Low
Lithuania,2011,Enterococcus faecium,Vancomycin,26.0,7.7,Low
Lithuania,2012,Enterococcus faecium,Vancomycin,36.0,5.6,Low
Lithuania,2013,Enterococcus faecium,Vancomycin,25.0,0.0,Low
Lithuania,2014,Enterococcus faecium,Vancomycin,44.0,4.5,Low
Luxembourg,2010,Enterococcus faecium,Vancomycin,22.0,31.8,High
Luxembourg,2011,Enterococcus faecium,Vancomycin,24.0,4.2,Low
Luxembourg,2012,Enterococcus faecium,Vancomycin,20.0,0.0,Low
Luxembourg,2013,Enterococcus faecium,Vancomycin,19.0,5.3,Low
Luxembourg,2014,Enterococcus faecium,Vancomycin,31.0,3.2,Low
Malta,2010,Enterococcus faecium,Vancomycin,12.0,0.0,Low
Malta,2011,Enterococcus faecium,Vancomycin,14.0,0.0,Low
Malta,2013,Enterococcus faecium,Vancomycin,10.0,0.0,Low
Malta,2014,Enterococcus faecium,Vancomycin,11.0,0.0,Low
Netherlands,2010,Enterococcus faecium,Vancomycin,365.0,0.5,Low
Netherlands,2011,Enterococcus faecium,Vancomycin,481.0,1.0,Low
Netherlands,2012,Enterococcus faecium,Vancomycin,484.0,0.0,Low
Netherlands,2013,Enterococcus faecium,Vancomycin,439.0,0.5,Low
Netherlands,2014,Enterococcus faecium,Vancomycin,532.0,1.1,Low
Norway,2010,Enterococcus faecium,Vancomycin,135.0,1.5,Low
Norway,2011,Enterococcus faecium,Vancomycin,165.0,1.8,Low
Norway,2012,Enterococcus faecium,Vancomycin,168.0,0.6,Low
Norway,2013,Enterococcus faecium,Vancomycin,211.0,2.4,Low
Norway,2014,Enterococcus faecium,Vancomycin,227.0,1.8,Low
Poland,2010,Enterococcus faecium,Vancomycin,102.0,7.8,Low
Poland,2011,Enterococcus faecium,Vancomycin,202.0,8.4,Low
Poland,2012,Enterococcus faecium,Vancomycin,157.0,8.3,Low
Poland,2013,Enterococcus faecium,Vancomycin,173.0,12.7,Medium
Portugal,2010,Enterococcus faecium,Vancomycin,188.0,23.4,Medium
Portugal,2011,Enterococcus faecium,Vancomycin,208.0,20.2,Medium
Portugal,2012,Enterococcus faecium,Vancomycin,257.0,23.3,Medium
Portugal,2013,Enterococcus faecium,Vancomycin,350.0,22.0,Medium
Portugal,2014,Enterococcus faecium,Vancomycin,363.0,20.1,Medium
Romania,2010,Enterococcus faecium,Vancomycin,10.0,0.0,Low
Romania,2011,Enterococcus faecium,Vancomycin,12.0,0.0,Low
Romania,2012,Enterococcus faecium,Vancomycin,34.0,2.9,Low
Romania,2013,Enterococcus faecium,Vancomycin,54.0,11.1,Medium
Romania,2014,Enterococcus faecium,Vancomycin,56.0,25.0,High
Slovakia,2011,Enterococcus faecium,Vancomycin,103.0,3.9,Low
Slovakia,2012,Enterococcus faecium,Vancomycin,82.0,4.9,Low
Slovakia,2013,Enterococcus faecium,Vancomycin,132.0,7.6,Low
Slovakia,2014,Enterococcus faecium,Vancomycin,129.0,10.1,Medium
Slovenia,2010,Enterococcus faecium,Vancomycin,59.0,1.7,Low
Slovenia,2011,Enterococcus faecium,Vancomycin,83.0,0.0,Low
Slovenia,2012,Enterococcus faecium,Vancomycin,95.0,0.0,Low
Slovenia,2013,Enterococcus faecium,Vancomycin,102.0,1.0,Low
Slovenia,2014,Enterococcus faecium,Vancomycin,115.0,1.7,Low
Spain,2010,Enterococcus faecium,Vancomycin,471.0,1.5,Low
Spain,2011,Enterococcus faecium,Vancomycin,542.0,1.5,Low
Spain,2012,Enterococcus faecium,Vancomycin,537.0,1.5,Low
Spain,2013,Enterococcus faecium,Vancomycin,553.0,0.9,Low
Spain,2014,Enterococcus faecium,Vancomycin,546.0,2.4,Low
Sweden,2010,Enterococcus faecium,Vancomycin,293.0,0.0,Low
Sweden,2011,Enterococcus faecium,Vancomycin,461.0,0.0,Low
Sweden,2012,Enterococcus faecium,Vancomycin,404.0,0.0,Low
Sweden,2013,Enterococcus faecium,Vancomycin,575.0,0.0,Low
Sweden,2014,Enterococcus faecium,Vancomycin,452.0,0.4,Low
United Kingdom,2010,Enterococcus faecium,Vancomycin,250.0,10.4,Medium
United Kingdom,2011,Enterococcus faecium,Vancomycin,302.0,8.9,Low
United Kingdom,2012,Enterococcus faecium,Vancomycin,362.0,13.3,Medium
United Kingdom,2013,Enterococcus faecium,Vancomycin,442.0,23.3,Medium
United Kingdom,2014,Enterococcus faecium,Vancomycin,423.0,21.3,Medium
Austria,2010,Escherichia coli,3rd-gen cephalosporins,2922.0,7.3,Low
Austria,2011,Escherichia coli,3rd-gen cephalosporins,3160.0,9.1,Low
Austria,2012,Escherichia coli,3rd-gen cephalosporins,3710.0,8.7,Low
Austria,2013,Escherichia coli,3rd-gen cephalosporins,4376.0,9.8,Low
Austria,2014,Escherichia coli,3rd-gen cephalosporins,4739.0,9.4,Low
Belgium,2010,Escherichia coli,3rd-gen cephalosporins,1952.0,5.2,Low
Belgium,2011,Escherichia coli,3rd-gen cephalosporins,3985.0,6.0,Low
Belgium,2012,Escherichia coli,3rd-gen cephalosporins,4097.0,6.9,Low
Belgium,2013,Escherichia coli,3rd-gen cephalosporins,4051.0,8.0,Low
Belgium,2014,Escherichia coli,3rd-gen cephalosporins,2802.0,9.7,Low
Bulgaria,2010,Escherichia coli,3rd-gen cephalosporins,153.0,24.8,Medium
Bulgaria,2011,Escherichia coli,3rd-gen cephalosporins,179.0,22.9,Medium
Bulgaria,2012,Escherichia coli,3rd-gen cephalosporins,223.0,38.1,High
Bulgaria,2013,Escherichia coli,3rd-gen cephalosporins,187.0,39.6,High
Bulgaria,2014,Escherichia coli,3rd-gen cephalosporins,218.0,40.4,High
Croatia,2010,Escherichia coli,3rd-gen cephalosporins,882.0,8.7,Low
Croatia,2011,Escherichia coli,3rd-gen cephalosporins,983.0,9.6,Low
Croatia,2012,Escherichia coli,3rd-gen cephalosporins,906.0,7.5,Low
Croatia,2013,Escherichia coli,3rd-gen cephalosporins,1040.0,8.8,Low
Croatia,2014,Escherichia coli,3rd-gen cephalosporins,1079.0,10.8,Medium
Cyprus,2010,Escherichia coli,3rd-gen cephalosporins,139.0,20.1,Medium
Cyprus,2011,Escherichia coli,3rd-gen cephalosporins,138.0,36.2,High
Cyprus,2012,Escherichia coli,3rd-gen cephalosporins,176.0,31.8,High
Cyprus,2013,Escherichia coli,3rd-gen cephalosporins,162.0,38.9,High
Cyprus,2014,Escherichia coli,3rd-gen cephalosporins,153.0,28.8,High
Czech Republic,2010,Escherichia coli,3rd-gen cephalosporins,2482.0,10.4,Medium
Czech Republic,2011,Escherichia coli,3rd-gen cephalosporins,2684.0,11.4,Medium
Czech Republic,2012,Escherichia coli,3rd-gen cephalosporins,2812.0,11.5,Medium
Czech Republic,2013,Escherichia coli,3rd-gen cephalosporins,2954.0,13.1,Medium
Czech Republic,2014,Escherichia coli,3rd-gen cephalosporins,2978.0,14.0,Medium
Denmark,2010,Escherichia coli,3rd-gen cephalosporins,2408.0,7.6,Low
Denmark,2011,Escherichia coli,3rd-gen cephalosporins,2532.0,8.5,Low
Denmark,2012,Escherichia coli,3rd-gen cephalosporins,2519.0,7.9,Low
Denmark,2013,Escherichia coli,3rd-gen cephalosporins,2451.0,8.1,Low
Denmark,2014,Escherichia coli,3rd-gen cephalosporins,4410.0,7.0,Low
Estonia,2010,Escherichia coli,3rd-gen cephalosporins,309.0,5.5,Low
Estonia,2011,Escherichia coli,3rd-gen cephalosporins,90.0,12.2,Medium
Estonia,2012,Escherichia coli,3rd-gen cephalosporins,305.0,7.9,Low
Estonia,2013,Escherichia coli,3rd-gen cephalosporins,340.0,7.4,Low
Estonia,2014,Escherichia coli,3rd-gen cephalosporins,410.0,9.3,Low
Finland,2010,Escherichia coli,3rd-gen cephalosporins,2509.0,3.7,Low
Finland,2011,Escherichia coli,3rd-gen cephalosporins,3020.0,5.0,Low
Finland,2012,Escherichia coli,3rd-gen cephalosporins,3162.0,6.2,Low
Finland,2013,Escherichia coli,3rd-gen cephalosporins,3689.0,7.1,Low
Finland,2014,Escherichia coli,3rd-gen cephalosporins,4009.0,5.5,Low
France,2010,Escherichia coli,3rd-gen cephalosporins,9022.0,7.2,Low
France,2011,Escherichia coli,3rd-gen cephalosporins,8479.0,8.2,Low
France,2012,Escherichia coli,3rd-gen cephalosporins,9563.0,10.0,Medium
France,2013,Escherichia coli,3rd-gen cephalosporins,10154.0,9.5,Low
France,2014,Escherichia coli,3rd-gen cephalosporins,10349.0,9.9,Low
Germany,2010,Escherichia coli,3rd-gen cephalosporins,3015.0,8.4,Low
Germany,2011,Escherichia coli,3rd-gen cephalosporins,3642.0,8.0,Low
Germany,2012,Escherichia coli,3rd-gen cephalosporins,4186.0,8.8,Low
Germany,2013,Escherichia coli,3rd-gen cephalosporins,5249.0,10.8,Medium
Germany,2014,Escherichia coli,3rd-gen cephalosporins,6246.0,10.5,Medium
Greece,2010,Escherichia coli,3rd-gen cephalosporins,1507.0,14.2,Medium
Greece,2011,Escherichia coli,3rd-gen cephalosporins,1435.0,14.9,Medium
Greece,2012,Escherichia coli,3rd-gen cephalosporins,1393.0,16.2,Medium
Greece,2013,Escherichia coli,3rd-gen cephalosporins,1255.0,17.2,Medium
Greece,2014,Escherichia coli,3rd-gen cephalosporins,1122.0,21.0,Medium
Hungary,2010,Escherichia coli,3rd-gen cephalosporins,1383.0,19.5,Medium
Hungary,2011,Escherichia coli,3rd-gen cephalosporins,1224.0,15.1,Medium
Hungary,2012,Escherichia coli,3rd-gen cephalosporins,1411.0,17.4,Medium
Hungary,2013,Escherichia coli,3rd-gen cephalosporins,1437.0,18.9,Medium
Hungary,2014,Escherichia coli,3rd-gen cephalosporins,1619.0,16.4,Medium
Iceland,2010,Escherichia coli,3rd-gen cephalosporins,104.0,3.8,Low
Iceland,2011,Escherichia coli,3rd-gen cephalosporins,130.0,6.2,Low
Iceland,2012,Escherichia coli,3rd-gen cephalosporins,138.0,5.1,Low
Iceland,2013,Escherichia coli,3rd-gen cephalosporins,121.0,5.0,Low
Iceland,2014,Escherichia coli,3rd-gen cephalosporins,152.0,3.3,Low
Ireland,2010,Escherichia coli,3rd-gen cephalosporins,2119.0,7.7,Low
Ireland,2011,Escherichia coli,3rd-gen cephalosporins,2166.0,9.0,Low
Ireland,2012,Escherichia coli,3rd-gen cephalosporins,2288.0,9.2,Low
Ireland,2013,Escherichia coli,3rd-gen cephalosporins,2480.0,10.6,Medium
Ireland,2014,Escherichia coli,3rd-gen cephalosporins,2691.0,10.7,Medium
Italy,2010,Escherichia coli,3rd-gen cephalosporins,2419.0,21.0,Medium
Italy,2011,Escherichia coli,3rd-gen cephalosporins,1870.0,19.8,Medium
Italy,2012,Escherichia coli,3rd-gen cephalosporins,2997.0,26.3,High
Italy,2013,Escherichia coli,3rd-gen cephalosporins,3990.0,26.2,High
Italy,2014,Escherichia coli,3rd-gen cephalosporins,3694.0,28.7,High
Latvia,2010,Escherichia coli,3rd-gen cephalosporins,98.0,12.2,Medium
Latvia,2011,Escherichia coli,3rd-gen cephalosporins,132.0,15.9,Medium
Latvia,2012,Escherichia coli,3rd-gen cephalosporins,154.0,13.0,Medium
Latvia,2013,Escherichia coli,3rd-gen cephalosporins,136.0,14.0,Medium
Latvia,2014,Escherichia coli,3rd-gen cephalosporins,165.0,10.9,Medium
Lithuania,2010,Escherichia coli,3rd-gen cephalosporins,333.0,8.7,Low
Lithuania,2011,Escherichia coli,3rd-gen cephalosporins,385.0,7.0,Low
Lithuania,2012,Escherichia coli,3rd-gen cephalosporins,462.0,4.8,Low
Lithuania,2013,Escherichia coli,3rd-gen cephalosporins,432.0,7.6,Low
Lithuania,2014,Escherichia coli,3rd-gen cephalosporins,594.0,8.1,Low
Luxembourg,2010,Escherichia coli,3rd-gen cephalosporins,354.0,9.3,Low
Luxembourg,2011,Escherichia coli,3rd-gen cephalosporins,353.0,8.2,Low
Luxembourg,2012,Escherichia coli,3rd-gen cephalosporins,334.0,11.4,Medium
Luxembourg,2013,Escherichia coli,3rd-gen cephalosporins,301.0,10.6,Medium
Luxembourg,2014,Escherichia coli,3rd-gen cephalosporins,368.0,12.0,Medium
Malta,2010,Escherichia coli,3rd-gen cephalosporins,192.0,15.6,Medium
Malta,2011,Escherichia coli,3rd-gen cephalosporins,219.0,12.8,Medium
Malta,2012,Escherichia coli,3rd-gen cephalosporins,216.0,13.9,Medium
Malta,2013,Escherichia coli,3rd-gen cephalosporins,248.0,8.9,Low
Malta,2014,Escherichia coli,3rd-gen cephalosporins,279.0,10.8,Medium
Netherlands,2010,Escherichia coli,3rd-gen cephalosporins,3387.0,5.1,Low
Netherlands,2011,Escherichia coli,3rd-gen cephalosporins,4408.0,5.7,Low
Netherlands,2012,Escherichia coli,3rd-gen cephalosporins,4702.0,6.0,Low
Netherlands,2013,Escherichia coli,3rd-gen cephalosporins,4740.0,5.8,Low
Netherlands,2014,Escherichia coli,3rd-gen cephalosporins,6497.0,5.7,Low
Norway,2010,Escherichia coli,3rd-gen cephalosporins,2275.0,3.7,Low
Norway,2011,Escherichia coli,3rd-gen cephalosporins,2523.0,3.6,Low
Norway,2012,Escherichia coli,3rd-gen cephalosporins,3019.0,4.9,Low
Norway,2013,Escherichia coli,3rd-gen cephalosporins,3077.0,5.5,Low
Norway,2014,Escherichia coli,3rd-gen cephalosporins,3421.0,5.8,Low
Poland,2010,Escherichia coli,3rd-gen cephalosporins,744.0,7.5,Low
Poland,2011,Escherichia coli,3rd-gen cephalosporins,938.0,11.7,Medium
Poland,2012,Escherichia coli,3rd-gen cephalosporins,1037.0,12.9,Medium
Poland,2013,Escherichia coli,3rd-gen cephalosporins,1036.0,10.9,Medium
Portugal,2010,Escherichia coli,3rd-gen cephalosporins,1928.0,10.4,Medium
Portugal,2011,Escherichia coli,3rd-gen cephalosporins,1901.0,11.3,Medium
Portugal,2012,Escherichia coli,3rd-gen cephalosporins,2154.0,13.5,Medium
Portugal,2013,Escherichia coli,3rd-gen cephalosporins,2678.0,14.9,Medium
Portugal,2014,Escherichia coli,3rd-gen cephalosporins,5024.0,16.4,Medium
Romania,2010,Escherichia coli,3rd-gen cephalosporins,34.0,20.6,Medium
Romania,2011,Escherichia coli,3rd-gen cephalosporins,95.0,21.1,Medium
Romania,2012,Escherichia coli,3rd-gen cephalosporins,191.0,25.1,High
Romania,2013,Escherichia coli,3rd-gen cephalosporins,298.0,22.8,Medium
Romania,2014,Escherichia coli,3rd-gen cephalosporins,306.0,29.4,High
Slovakia,2011,Escherichia coli,3rd-gen cephalosporins,740.0,30.9,High
Slovakia,2012,Escherichia coli,3rd-gen cephalosporins,693.0,30.7,High
Slovakia,2013,Escherichia coli,3rd-gen cephalosporins,807.0,29.7,High
Slovakia,2014,Escherichia coli,3rd-gen cephalosporins,889.0,31.8,High
Slovenia,2010,Escherichia coli,3rd-gen cephalosporins,952.0,6.6,Low
Slovenia,2011,Escherichia coli,3rd-gen cephalosporins,1002.0,8.8,Low
Slovenia,2012,Escherichia coli,3rd-gen cephalosporins,1168.0,9.5,Low
Slovenia,2013,Escherichia coli,3rd-gen cephalosporins,1224.0,8.7,Low
Slovenia,2014,Escherichia coli,3rd-gen cephalosporins,1216.0,12.7,Medium
Spain,2010,Escherichia coli,3rd-gen cephalosporins,5696.0,12.1,Medium
Spain,2011,Escherichia coli,3rd-gen cephalosporins,5600.0,12.0,Medium
Spain,2012,Escherichia coli,3rd-gen cephalosporins,5672.0,13.5,Medium
Spain,2013,Escherichia coli,3rd-gen cephalosporins,5932.0,13.3,Medium
Spain,2014,Escherichia coli,3rd-gen cephalosporins,5821.0,12.3,Medium
Sweden,2010,Escherichia coli,3rd-gen cephalosporins,3883.0,2.6,Low
Sweden,2011,Escherichia coli,3rd-gen cephalosporins,5011.0,3.6,Low
Sweden,2012,Escherichia coli,3rd-gen cephalosporins,5536.0,4.4,Low
Sweden,2013,Escherichia coli,3rd-gen cephalosporins,7532.0,5.2,Low
Sweden,2014,Escherichia coli,3rd-gen cephalosporins,6546.0,5.6,Low
United Kingdom,2010,Escherichia coli,3rd-gen cephalosporins,4547.0,9.0,Low
United Kingdom,2011,Escherichia coli,3rd-gen cephalosporins,5182.0,9.6,Low
